pk,name,league,nickname,address,city,state,country,phone,stadium
534,Western Carolina University,39,Catamounts,,,,,,,,
535,Wofford College,39,Terriers,,,,,,,,
536,Abilene Christian University,40,Wildcats,,,,,,,,
537,University of Central Arkansas,40,Bears,,,,,,,,
538,Houston Baptist University,40,Huskies,,,,,,,,
539,University of the Incarnate Word,40,Cardinals,,,,,,,,
540,Lamar University,40,Cardinals,,,,,,,,
541,McNeese State University,40,Cowboys/Cowgirls,,,,,,,,
542,University of New Orleans,40,Privateers,,,,,,,,
543,Nicholls State University,40,Colonels,,,,,,,,
544,Northwestern State University,40,Demons,,,,,,,,
545,Sam Houston State University,40,Bearkats,,,,,,,,
546,Southeastern Louisiana University,40,Lions,,,,,,,,
547,Stephen F. Austin State University,40,Lumberjacks,,,,,,,,
548,Texas A&M University–Corpus Christi,40,Islanders,,,,,,,,
549,Alabama Agricultural and Mechanical University,41,Bulldogs,,,,,,,,
550,Alabama State University,41,Hornets,,,,,,,,
551,Alcorn State University,41,Braves,,,,,,,,
552,Jackson State University,41,Tigers,,,,,,,,
553,Mississippi Valley State University,41,Delta Devils,,,,,,,,
554,University of Arkansas at Pine Bluff,41,Golden Lions,,,,,,,,
555,Grambling State University,41,Tigers,,,,,,,,
556,Prairie View A&M University,41,Panthers,,,,,,,,
557,Southern University and A&M College,41,Jaguars,,,,,,,,
558,Texas Southern University,41,Tigers,,,,,,,,
559,University of Denver,42,Pioneers,,,,,,,,
560,Indiana University – Purdue University Fort Wayne,42,Mastodons,,,,,,,,
561,University of Nebraska Omaha,42,Mavericks,,,,,,,,
562,North Dakota State University,42,Bison,,,,,,,,
563,Oral Roberts University,42,Golden Eagles,,,,,,,,
564,University of South Dakota,42,Coyotes,,,,,,,,
565,South Dakota State University,42,Jackrabbits,,Brookings,SD,,,,,,
566,Western Illinois University,42,Leathernecks,,,,,,,,
567,Brigham Young University,43,Cougars,,Provo,UT,,,,,,
568,Gonzaga University,43,Bulldogs,,,,,,,,
569,Loyola Marymount University,43,Lions,,,,,,,,
570,University of the Pacific,43,Tigers,,,,,,,,
571,Pepperdine University,43,Waves,,Malibu,CA,,,,,,
572,University of Portland,43,Pilots,,,,,,,,
573,Saint Mary's College,43,Gaels,,,,,,,,
574,University of San Diego,43,Toreros,,,,,,,,
575,University of San Francisco,43,Dons,,,,,,,,
576,Santa Clara University,43,Broncos,,,,,,,,
577,"California State University, Bakersfield",44,Roadrunners,,Bakersfield,California,,,,,,
578,Chicago State University,44,Cougars,,Chicago,Illinois,,,,,,
579,Grand Canyon University,44,Antelopes,,Phoenix,Arizona,,,,,,
580,University of Missouri–Kansas City,44,Kangaroos,,Kansas City,Missouri,,,,,,
581,New Mexico State University,44,Aggies,,Las Cruces,New Mexico,,,,,,
582,Seattle University,44,Redhawks,,Seattle,Washington,,,,,,
583,University of Texas Rio Grande Valley,44,Vaqueros,,Edinburg,Texas,,,,,,
584,Utah Valley University,44,Wolverines,,Orem,Utah,,,,,,
585,The Famous Chicken,136,,,San Diego,CA,,,,,,
586,YoJo,136,,,Baltimore,MD,,,,,,
587,Birdzerk,136,,,Louisville,KY,,,,,,
588,Bethany College,127,Swedes,,Lindsborg,Kansas,,,,,,
589,Bethel College - KS,127,Threshers,,North Newton,Kansas,,,,,,
590,Friends University,127,Falcons,,Wichita,Kansas,,,,,,
591,Kansas Wesleyan University,127,Coyotes,,Salina,Kansas,,,,,,
592,McPherson College,127,Bulldogs,,McPherson,Kansas,,,,,,
593,Oklahoma Wesleyan University,127,Eagles,,Bartlesville,Oklahoma,,,,,,
594,Ottawa University,127,Braves,,Ottawa,Kansas,,,,,,
595,University of Saint Mary,127,Spires,,Leavenworth,Kansas,,,,,,
596,Southwestern College,127,Moundbuilders,,Winfield,Kansas,,,,,,
597,Sterling College,127,Warriors,,Sterling,Kansas,,,,,,
598,Tabor College,127,Bluejays,,Hillsboro,Kansas,,,,,,
599,York College,127,Panthers,,York,Nebraska,,,,,,
600,Campbellsville University,128,Tigers,,Campbellsville,Kentucky,,,,,,
601,Cumberland University,128,Phoenix,,Lebanon,Tennessee,,,,,,
602,University of the Cumberlands,128,Patriots,,Williamsburg,Kentucky,,,,,,
603,Georgetown College,128,Tigers,,Georgetown,Kentucky,,,,,,
604,Life University,128,Running Eagles,,Marietta,Georgia,,,,,,
605,Lindsey Wilson College,128,Blue Raiders,,Columbia,Kentucky,,,,,,
606,University of Pikeville,128,Bears,,Pikeville,Kentucky,,,,,,
607,Shawnee State University,128,Bears,,Portsmouth,Ohio,,,,,,
608,Aquinas College,135,Saints,,Grand Rapids,Michigan,,,,,,
609,Concordia University Ann Arbor,135,Cardinals,,Ann Arbor,Michigan,,,,,,
610,Cornerstone University,135,Golden Eagles,,Grand Rapids,Michigan,,,,,,
611,Indiana Institute of Technology,135,Warriors,,Fort Wayne,Indiana,,,,,,
612,Lawrence Technological University,135,Blue Devils,,Southfield,Michigan,,,,,,
613,Lourdes University,135,Gray Wolves,,Sylvania,Ohio,,,,,,
614,Madonna University,135,Crusaders,,Livonia,Michigan,,,,,,
615,University of Michigan–Dearborn,135,Wolverines,,Dearborn,Michigan,,,,,,
616,University of Northwestern Ohio,135,Racers,,Lima,Ohio,,,,,,
617,Rochester College,135,Warriors,,Rochester Hills,Michigan,,,,,,
618,Siena Heights University,135,Saints,,Adrian,Michigan,,,,,,
619,Ave Maria University,134,Gyrenes,,Ave Maria,Florida,,,,,,
620,College of Coastal Georgia,134,Mariners,,Brunswick,Georgia,,,,,,
621,Florida Memorial University,134,Lions,,Miami Gardens,Florida,,,,,,
622,Johnson & Wales University–North Miami,134,Wildcats,,North Miami,Florida,,,,,,
623,Keiser University,134,Seahawks,,West Palm Beach,Florida,,,,,,
624,St. Thomas University,134,Bobcats,,Miami Gardens,Florida,,,,,,
625,Savannah College of Art and Design (Savannah campus),134,Bees,,Savannah,Georgia,,,,,,
627,University of South Carolina Beaufort,134,Sand Sharks,,Beaufort,South Carolina,,,,,,
628,Southeastern University,134,Fire,,Lakeland,Florida,,,,,,
629,Thomas University,134,NightHawks,,Thomasville,Georgia,,,,,,
630,Warner University,134,Royals,,Lake Wales,Florida,,,,,,
631,Webber International University,134,Warriors,,Babson Park,Florida,,,,,,
632,Bethel University,133,Wildcats,,McKenzie,Tennessee,,,,,,
633,Blue Mountain College,133,Toppers,,Blue Mountain,Mississippi,,,,,,
634,Brewton–Parker College,133,Barons,,Mount Vernon,Georgia,,,,,,
635,Dalton State College,133,Roadrunners,,Dalton,Georgia,,,,,,
636,Faulkner University,133,Eagles,,Montgomery,Alabama,,,,,,
637,Loyola University New Orleans,133,Wolfpack,,New Orleans,Louisiana,,,,,,
638,Martin Methodist College,133,Red Hawks,,Pulaski,Tennessee,,,,,,
639,Middle Georgia State University,133,Knights,,Macon,Georgia,,,,,,
640,University of Mobile,133,Rams,,Mobile,Alabama,,,,,,
641,William Carey University,133,Crusaders,,Hattiesburg,Mississippi,,,,,,
642,Bacone College,132,Warriors,,Muskogee,Oklahoma,,,,,,
643,Central Christian College,132,Tigers,,McPherson,Kansas,,,,,,
644,John Brown University,132,Golden Eagles,,Siloam Springs,Arkansas,,,,,,
645,Mid-America Christian University,132,Evangels,,Oklahoma City,Oklahoma,,,,,,
646,Oklahoma City University,132,Stars,,Oklahoma City,Oklahoma,,,,,,
647,Oklahoma Panhandle State University,132,Aggies,,Goodwell,Oklahoma,,,,,,
648,University of Science and Arts of Oklahoma,132,Drovers,,Chickasha,Oklahoma,,,,,,
649,Southwestern Assemblies of God University,132,Lions,,Waxahachie,Texas,,,,,,
650,Southwestern Christian University,132,Eagles,,Bethany,Oklahoma,,,,,,
651,Texas Wesleyan University,132,Rams,,Fort Worth,Texas,,,,,,
652,Wayland Baptist University,132,Pioneers,,Plainview,Texas,,,,,,
653,Alice Lloyd College,131,Eagles,,Pippa Passes,Kentucky,,,,,,
654,Asbury University,131,Eagles,,Wilmore,Kentucky,,,,,,
655,Brescia University,131,Bearcats,,Owensboro,Kentucky,,,,,,
656,Carlow University,131,Celtics,,Pittsburgh,Pennsylvania,,,,,,
657,Cincinnati Christian University,131,Eagles,,Cincinnati,Ohio,,,,,,
658,Indiana University East,131,Red Wolves,,Richmond,Indiana,,,,,,
659,Indiana University Kokomo,131,Cougars,,Kokomo,Indiana,,,,,,
660,Indiana University Southeast,131,Grenadiers,,New Albany,Indiana,,,,,,
661,Midway University,131,Eagles,,Midway,Kentucky,,,,,,
662,Ohio Christian University,131,Trailblazers,,Circleville,Ohio,,,,,,
663,Point Park University,131,Pioneers,,Pittsburgh,Pennsylvania,,,,,,
664,University of Rio Grande,131,RedStorm,,Rio Grande,Ohio,,,,,,
665,West Virginia University Institute of Technology,131,Golden Bears,,Beckley,West Virginia,,,,,,
666,Huston–Tillotson University,130,Rams,,Austin,Texas,,,,,,
667,University of Houston–Victoria,130,Jaguars,,Victoria,Texas,,,,,,
668,Jarvis Christian College,130,Bulldogs,,Hawkins,Texas,,,,,,
669,Langston University,130,Lions,,Langston,Oklahoma,,,,,,
670,Louisiana State University of Alexandria,130,Generals,,Alexandria,Louisiana,,,,,,
671,Louisiana State University Shreveport,130,Pilots,,Shreveport,Louisiana,,,,,,
672,Our Lady of the Lake University,130,Saints,,San Antonio,Texas,,,,,,
673,Paul Quinn College,130,Tigers,,Dallas,Texas,,,,,,
674,University of St. Thomas,130,Celts,,Houston,Texas,,,,,,
675,University of the Southwest,130,Mustangs,,Hobbs,New Mexico,,,,,,
676,Texas College,130,Steers,,Tyler,Texas,,,,,,
677,Texas A&M University-Texarkana,130,Eagles,,Texarkana,Texas,,,,,,
678,Wiley College,130,Wildcats,,Marshall,Texas,,,,,,
679,Bellevue University,129,Bruins,,Bellevue,Nebraska,,,,,,
680,Dakota State University,129,Trojans,,Madison,South Dakota,,,,,,
681,Dickinson State University,129,Blue Hawks,,Dickinson,North Dakota,,,,,,
682,University of Jamestown,129,Jimmies,,Jamestown,North Dakota,,,,,,
683,Mayville State University,129,Comets,,Mayville,North Dakota,,,,,,
684,Presentation College,129,Saints,,Aberdeen,South Dakota,,,,,,
685,Valley City State University,129,Vikings,,Valley City,North Dakota,,,,,,
686,Viterbo University,129,V-Hawks,,La Crosse,Wisconsin,,,,,,
687,Waldorf University,129,Warriors,,Forest City,Iowa,,,,,,
688,University of Antelope Valley,116,Pioneers,,Lancaster,California,,,,,,
689,Benedictine University at Mesa,116,Redhawks,,Mesa,Arizona,,,,,,
690,California State University Maritime Academy,116,Keelhaulers,,Vallejo,California,,,,,,
691,"University of California, Merced",116,Golden Bobcats,,Merced,California,,,,,,
692,Embry–Riddle Aeronautical University,116,Eagles,,Prescott,Arizona,,,,,,
693,La Sierra University,116,Golden Eagles,,Riverside,California,,,,,,
694,Marymount California University,116,Mariners,,Rancho Palos Verdes,California,,,,,,
695,Pacific Union College,116,Pioneers,,Angwin,California,,,,,,
696,Providence Christian College,116,Sea Beggars,,Pasadena,California,,,,,,
697,Sierra Nevada College,116,Eagles,,Incline Village,Nevada,,,,,,
698,Simpson University,116,Red Hawks,,Redding,California,,,,,,
699,Soka University of America,116,Lions,,Aliso Viejo,California,,,,,,
700,Corban University,117,Warriors,,Salem,Oregon,,,,,,
701,Eastern Oregon University,117,Mountaineers,,La Grande,Oregon,,,,,,
702,The Evergreen State College,117,Geoducks,,Olympia,WA,,,,,,
703,College of Idaho,117,Coyotes,,Caldwell,Idaho,,,,,,
704,Multnomah University,117,Lions,,Portland,Oregon,,,,,,
705,Northwest University,117,Eagles,,Kirkland,Washington,,,,,,
706,Northwest Christian University,117,Beacons,,Eugene,Oregon,,,,,,
707,Oregon Institute of Technology,117,Owls,,Klamath Falls,Oregon,,,,,,
708,Southern Oregon University,117,Raiders,,Ashland,Oregon,,,,,,
709,Walla Walla University,117,Wolves,,College Place,Washington,,,,,,
710,Warner Pacific College,117,Knights,,Portland,Oregon,,,,,,
711,Calumet College of St. Joseph,118,Crimson Wave,,Whiting,Indiana,,,,,,
712,Cardinal Stritch University,118,Wolves,,Milwaukee,Wisconsin,,,,,,
713,Governors State University,118,Jaguars,,University Park,Illinois,,,,,,
714,Holy Cross College,118,Saints,,Notre Dame,Indiana,,,,,,
715,Indiana University South Bend,118,Titans,,South Bend,Indiana,,,,,,
716,Judson University,118,Eagles,,Elgin,Illinois,,,,,,
717,Olivet Nazarene University,118,Tigers,,Bourbonnais,Illinois,,,,,,
718,Robert Morris University,118,Eagles,,Chicago,Illinois,,,,,,
719,Roosevelt University,118,Lakers,,Chicago,Illinois,,,,,,
720,St. Ambrose University,118,Fighting Bees,,Davenport,Iowa,,,,,,
721,University of St. Francis,118,Fighting Saints,,Joliet,Illinois,,,,,,
722,Saint Xavier University,118,Cougars,,Chicago,Illinois,,,,,,
723,Trinity Christian College,118,Trolls,,Palos Heights,Illinois,,,,,,
724,Trinity International University,118,Trojans,,Deerfield,Illinois,,,,,,
725,Bethel College - IN,119,Pilots,,Mishawaka,Indiana,,,,,,
726,Goshen College,119,Maple Leafs,,Goshen,Indiana,,,,,,
727,Grace College & Seminary,119,Lancers,,Winona Lake,Indiana,,,,,,
728,Huntington University,119,Foresters,,Huntington,Indiana,,,,,,
729,Indiana Wesleyan University,119,Wildcats,,Marion,Indiana,,,,,,
730,Marian University,119,Knights,,Indianapolis,Indiana,,,,,,
731,Mount Vernon Nazarene University,119,Cougars,,Mount Vernon,Ohio,,,,,,
732,Saint Francis !University of Saint Francis,119,Cougars,,Fort Wayne,Indiana,,,,,,
733,Spring Arbor University,119,Cougars,,Spring Arbor,Michigan,,,,,,
734,Taylor University,119,Trojans,,Upland,Indiana,,,,,,
735,Carroll College,120,Fighting Saints,,Helena,Montana,,,,,,
736,Lewis–Clark State College,120,Warriors,,Lewiston,Idaho,,,,,,
737,Montana State University–Northern,120,Lights & Skylights,,Havre,Montana,,,,,,
738,Montana Tech of the University of Montana,120,Orediggers,,Butte,Montana,,,,,,
739,University of Montana Western,120,Bulldogs,,Dillon,Montana,,,,,,
740,University of Providence,120,Argonauts,,Great Falls,Montana,,,,,,
741,Rocky Mountain College,120,Battlin' Bears,,Billings,Montana,,,,,,
742,Arizona Christian University,121,Firestorm,,Phoenix,Arizona,,,,,,
743,Hope International University,121,Royals,,Fullerton,California,,,,,,
744,Life Pacific College,121,Warriors,,San Dimas,California,,,,,,
745,The Master's University,121,Mustangs,,Santa Clarita,California,,,,,,
746,Menlo College,121,Oaks,,Atherton,California,,,,,,
747,San Diego Christian College,121,Hawks,,Santee,California,,,,,,
748,Vanguard University,121,Lions,,Costa Mesa,California,,,,,,
749,Westmont College,121,Warriors,,Santa Barbara,California,,,,,,
750,William Jessup University,121,Warriors,,Rocklin,California,,,,,,
751,Briar Cliff University,122,Chargers,,Sioux City,Iowa,,,,,,
752,"Concordia University, Nebraska",122,Bulldogs,,Seward,Nebraska,,,,,,
753,Dakota Wesleyan University,122,Tigers,,Mitchell,South Dakota,,,,,,
754,Doane University,122,Tigers,,Crete,Nebraska,,,,,,
755,Dordt College,122,Defenders,,Sioux Center,Iowa,,,,,,
756,Hastings College,122,Broncos,,Hastings,Nebraska,,,,,,
757,Midland University,122,Warriors,,Fremont,Nebraska,,,,,,
758,Morningside College,122,Mustangs,,Sioux City,Iowa,,,,,,
759,Mount Marty College,122,Lancers,,Yankton,South Dakota,,,,,,
760,Northwestern College,122,Red Raiders,,Orange City,Iowa,,,,,,
761,College of Saint Mary,122,Flames,,Omaha,Nebraska,,,,,,
762,Xavier University of Louisiana,123,Gold Rush & Gold Nuggets,,New Orleans,Louisiana,,,,,,
763,Dillard University,123,Bleu Devils,,New Orleans,Louisiana,,,,,,
764,Edward Waters College,123,Tigers,,Jacksonville,Florida,,,,,,
765,Philander Smith College,123,Panthers,,Little Rock,Arkansas,,,,,,
766,Southern University at New Orleans,123,Knights,,New Orleans,Louisiana,,,,,,
767,Talladega College,123,Tornadoes,,Talladega,Alabama,,,,,,
768,Tougaloo College,123,Bulldogs,,Tougaloo,Mississippi,,,,,,
769,Avila University,124,Eagles,,Kansas City,Missouri,,,,,,
770,Baker University,124,Wildcats,,Baldwin City,Kansas,,,,,,
771,Benedictine College,124,Ravens,,Atchison,Kansas,,,,,,
772,Central Methodist University,124,Eagles,,Fayette,Missouri,,,,,,
773,Clarke University,124,Crusaders,,Dubuque,Iowa,,,,,,
774,Culver–Stockton College,124,Wildcats,,Canton,Missouri,,,,,,
775,Evangel University,124,Crusaders,,Springfield,Missouri,,,,,,
776,Graceland University,124,Yellowjackets,,Lamoni,Iowa,,,,,,
777,Grand View University,124,Vikings,,Des Moines,Iowa,,,,,,
778,MidAmerica Nazarene University,124,Pioneers,,Olathe,Kansas,,,,,,
779,Missouri Valley College,124,Vikings,,Marshall,Missouri,,,,,,
780,Mount Mercy University,124,Mustangs,,Cedar Rapids,Iowa,,,,,,
781,Peru State College,124,Bobcats,,Peru,Nebraska,,,,,,
782,William Penn University,124,Statesmen,,Oskaloosa,Iowa,,,,,,
783,University of British Columbia,125,Thunderbirds,,Vancouver,British Columbia,,,,,,
784,Central Christian College of Kansas,125,Tigers,,McPherson,Kansas,,,,,,
785,Crowley's Ridge College,125,Pioneers,,Paragould,Arkansas,,,,,,
786,Fisher College,125,Falcons,,Boston,Massachusetts,,,,,,
787,Fisk University,125,Bulldogs,,Nashville,Tennessee,,,,,,
788,Georgia Gwinnett College,125,Grizzlies,,Lawrenceville,Georgia,,,,,,
789,Haskell Indian Nations University,125,Fighting Indians,,Lawrence,Kansas,,,,,,
790,Indiana University Northwest,125,Redhawks,,Gary,Indiana,,,,,,
791,Johnson & Wales University–Denver,125,Wildcats,,Denver,Colorado,,,,,,
792,Kentucky Christian University,125,Knights,,Grayson,Kentucky,,,,,,
793,Lincoln Christian University,125,Red Lions,,Lincoln,Illinois,,,,,,
794,Morris College,125,Hornets,,Sumter,South Carolina,,,,,,
795,Rust College,125,Bearcats,,Holly Springs,Mississippi,,,,,,
796,State University of New York at Delhi,125,Broncos,,Delhi,New York,,,,,,
797,Northern New Mexico College,125,Eagles,,Española,New Mexico,,,,,,
798,College of the Ozarks,125,Bobcats,,Point Lookout,Missouri,,,,,,
799,Silver Lake College,125,Lakers,,Manitowoc,Wisconsin,,,,,,
800,Stillman College,125,Tigers,,Tuscaloosa,Alabama,,,,,,
801,University of Victoria,125,Vikes,,Victoria,British Columbia,,,,,,
802,Virgin Islands University of the Virgin Islands,125,Buccaneers,,Saint Thomas,Virgin Islands,,,,,,
803,Voorhees College,125,Tigers,,Denmark,South Carolina,,,,,,
804,Washington Adventist University,125,Shock,,Takoma Park,Maryland,,,,,,
805,Wilberforce University,125,Bulldogs,,Wilberforce,Ohio,,,,,,
806,University of Winnipeg,125,Wesmen,,Winnipeg,Manitoba,,,,,,
807,California Institute of Technology,107,Beavers,,Pasadena,,,,,,
808,California Lutheran University,107,Kingsmen & Regals,,Thousand Oaks,,,,,,
809,Chapman University,107,Panthers,,Orange,,,,,,
810,Claremont-Mudd-Scripps Colleges,107,Stags & Athenas,,Claremont,,,,,,
811,University of La Verne,107,Leopards,,La Verne,,,,,,
812,Occidental College,107,Tigers,,Los Angeles,,,,,,
813,Pomona-Pitzer College,107,Sagehens,,Claremont,,,,,,
814,University of Redlands,107,Bulldogs,,Redlands,,,,,,
815,Whittier College,107,Poets,,Whittier,,,,,,
816,Colorado College,108,Tigers,,Colorado Springs,Colorado,,,,,,
817,University of Dallas,108,Crusaders,,Irving,Texas,,,,,,
818,Schreiner University,108,Mountaineers,,Kerrville,Texas,,,,,,
819,Southwestern University,108,Pirates,,Georgetown,Texas,,,,,,
820,Texas Lutheran University,108,Bulldogs,,Seguin,Texas,,,,,,
821,Trinity University,108,Tigers,,San Antonio,Texas,,,,,,
822,Austin College,108,Kangaroos,,Sherman,Texas,,,,,,
823,Centenary College of Louisiana,108,Gentlemen & Ladies,,Shreveport,Louisiana,,,,,,
824,Brandeis University,110,Judges,,Waltham,Massachusetts,,,,,,
825,Carnegie Mellon University,110,Tartans,,Pittsburgh,Pennsylvania,,,,,,
826,Case Western Reserve University,110,Spartans,,Cleveland,Ohio,,,,,,
827,Emory University,110,Eagles,,Atlanta,Georgia,,,,,,
828,New York University,110,Violets,,Manhattan,New York,,,,,,
829,University of Chicago,110,Maroons,,Chicago,Illinois,,,,,,
830,University of Rochester,110,Yellowjackets,,Rochester,New York,,,,,,
831,Washington University in St. Louis,110,Bears,,St. Louis,Missouri,,,,,,
832,State University of New York at Cortland,109,Red Dragons,,Cortland,New York,,,,,,
833,State University of New York at New Paltz,109,Hawks,,New Paltz,New York,,,,,,
834,State University of New York at Oneonta,109,Red Dragons,,Oneonta,New York,,,,,,
835,State University of New York at Plattsburgh,109,Cardinals,,Plattsburgh,New York,,,,,,
836,State University of New York at Potsdam,109,Bears,,Potsdam,New York,,,,,,
837,State University of New York at Brockport,109,Golden Eagles,,Brockport,New York,,,,,,
838,Buffalo State College,109,Bengals,,Buffalo,New York,,,,,,
839,State University of New York at Fredonia,109,Blue Devils,,Fredonia,New York,,,,,,
840,State University of New York at Geneseo,109,Knights,,Geneseo,New York,,,,,,
841,State University of New York at Oswego,109,Lakers,,Oswego,New York,,,,,,
842,Bethany Lutheran College,111,Vikings,,Mankato,Minnesota,,,,,,
843,Crown College,111,Storm,,St. Bonifacius,Minnesota,,,,,,
844,Martin Luther College,111,Knights,,New Ulm,Minnesota,,,,,,
845,University of Minnesota Morris,111,Cougars,,Morris,Minnesota,,,,,,
846,North Central University,111,Rams,,Minneapolis,Minnesota,,,,,,
847,Northland College,111,LumberJacks & LumberJills,,Ashland,Wisconsin,,,,,,
848,University of Northwestern – St. Paul,111,Eagles,,Roseville,Minnesota,,,,,,
849,College of St. Scholastica,111,Saints,,Duluth,Minnesota,,,,,,
850,University of Wisconsin–Superior,111,Yellowjackets,,Superior,Wisconsin,,,,,,
851,Agnes Scott College,112,Scotties,,Decatur,Georgia,,,,,,
852,Averett University,112,Cougars,,Danville,Virginia,,,,,,
853,Berea College,112,Mountaineers,,Berea,Kentucky,,,,,,
854,Brevard College,112,Tornados,,Brevard,North Carolina,,,,,,
855,Covenant College,112,Scots & Lady Scots,,Lookout Mountain,Georgia,,,,,,
856,Ferrum College,112,Panthers,,Ferrum,Virginia,,,,,,
857,Greensboro College,112,Pride,,Greensboro,North Carolina,,,,,,
858,Huntingdon College,112,Hawks,,Montgomery,Alabama,,,,,,
859,LaGrange College,112,Panthers,,LaGrange,Georgia,,,,,,
860,Mary Baldwin University,112,Fighting Squirrels,,Staunton,Virginia,,,,,,
861,Maryville College,112,Scots,,Maryville,Tennessee,,,,,,
862,Meredith College,112,Avenging Angels,,Raleigh,North Carolina,,,,,,
863,Methodist University,112,Monarchs,,Fayetteville,North Carolina,,,,,,
864,North Carolina Wesleyan College,112,Battling Bishops,,Rocky Mount,North Carolina,,,,,,
865,Pfeiffer University,112,Falcons,,Misenheimer,North Carolina,,,,,,
866,Piedmont College,112,Lions,,Demorest,Georgia,,,,,,
867,Salem College,112,Spirits,,Winston-Salem,North Carolina,,,,,,
868,Wesleyan College,112,Wolves,,Macon,Georgia,,,,,,
869,William Peace University,112,Pacers,,Raleigh,North Carolina,,,,,,
870,University of Wisconsin–Eau Claire,113,Blugolds,,Eau Claire,,,,,,
871,University of Wisconsin–La Crosse,113,Eagles,,La Crosse,,,,,,
872,University of Wisconsin–Oshkosh,113,Titans,,Oshkosh,,,,,,
873,University of Wisconsin–Platteville,113,Pioneers,,Platteville,,,,,,
874,University of Wisconsin–River Falls,113,Falcons,,River Falls,,,,,,
875,University of Wisconsin–Stevens Point,113,Pointers,,Stevens Point,,,,,,
876,University of Wisconsin–Stout,113,Blue Devils,,Menomonie,,,,,,
877,University of Wisconsin–Whitewater,113,Warhawks,,Whitewater,,,,,,
878,"California State Polytechnic University, Pomona",45,Broncos,,Pomona,,,,,,
879,"California State University, Chico",45,Wildcats,,Chico,,,,,,
880,"California State University, Dominguez Hills",45,Toros,,Carson,,,,,,
881,"California State University, East Bay",45,Pioneers,,Hayward,,,,,,
882,"California State University, Los Angeles",45,Golden Eagles,,Los Angeles,,,,,,
883,"California State University, Monterey Bay",45,Otters,,Seaside,,,,,,
884,"California State University, San Bernardino",45,Coyotes,,San Bernardino,,,,,,
885,California State University San Marcos,45,Cougars,,San Marcos,,,,,,
886,"California State University, Stanislaus",45,Warriors,,Turlock,,,,,,
887,"University of California, San Diego",45,Tritons,,La Jolla,,,,,,
888,Humboldt State University,45,Lumberjacks,,Arcata,,,,,,
889,San Francisco State University,45,Gators,,San Francisco,,,,,,
890,Sonoma State University,45,Seawolves,,Rohnert Park,,,,,,
891,Bloomfield College,47,Bears,,Bloomfield,New Jersey,,,,,,
892,Caldwell University,47,Cougars,,Caldwell,New Jersey,,,,,,
893,Chestnut Hill College,47,Griffins,,Philadelphia,Pennsylvania,,,,,,
894,Concordia College,47,Clippers,,Bronxville,NY,,,,,,
895,Dominican College,47,Chargers,,Orangeburg,New York,,,,,,
896,Felician University,47,Golden Falcons,,Rutherford,New Jersey,,,,,,
897,Georgian Court University,47,Lions,,Lakewood,New Jersey,,,,,,
898,Goldey–Beacom College,47,Lightning,,Wilmington,Delaware,,,,,,
899,Holy Family University,47,Tigers,,Philadelphia,Pennsylvania,,,,,,
900,Nyack College,47,Warriors,,Nyack,New York,,,,,,
901,Post University,47,Eagles,,Waterbury,Connecticut,,,,,,
902,University of the Sciences,47,Devils,,Philadelphia,Pennsylvania,,,,,,
903,Thomas Jefferson University,47,Rams,,Philadelphia,Pennsylvania,,,,,,
904,Wilmington University,47,Wildcats,,New Castle,Delaware,,,,,,
905,Bowie State University,48,Bulldogs,,Bowie,Maryland,,,,,,
906,Chowan University,48,Hawks,,Murfreesboro,North Carolina,,,,,,
907,Elizabeth City State University,48,Vikings,,Elizabeth City,North Carolina,,,,,,
908,Fayetteville State University,48,Broncos,,Fayetteville,North Carolina,,,,,,
909,Johnson C. Smith University,48,Golden Bulls,,Charlotte,North Carolina,,,,,,
910,Lincoln University,48,Lions,,Oxford,Pennsylvania,,,,,,
911,Livingstone College,48,Blue Bears,,Salisbury,North Carolina,,,,,,
912,Saint Augustine's University,48,Falcons,,Raleigh,North Carolina,,,,,,
913,Shaw University,48,Bears,,Raleigh,North Carolina,,,,,,
914,Virginia State University,48,Trojans,,Ettrick,Virginia,,,,,,
915,Virginia Union University,48,Panthers,,Richmond,Virginia,,,,,,
916,Winston–Salem State University,48,Rams,,Winston-Salem,North Carolina,,,,,,
917,Barton College,46,Bulldogs,,Wilson,North Carolina,,,,,,
918,Belmont Abbey College,46,Crusaders,,Belmont,North Carolina,,,,,,
919,Converse College,46,Valkyries,,Spartanburg,South Carolina,,,,,,
920,Emmanuel College,46,Lions,,Franklin Springs,Georgia,,,,,,
921,Erskine College,46,Flying Fleet,,Due West,South Carolina,,,,,,
922,King University,46,Tornados,,Bristol,Tennessee,,,,,,
923,Lees–McRae College,46,Bobcats,,Banner Elk,North Carolina,,,,,,
924,Limestone College,46,Saints,,Gaffney,South Carolina,,,,,,
925,University of Mount Olive,46,Trojans,,Mount Olive,North Carolina,,,,,,
926,North Greenville University,46,Crusaders,,Tigerville,South Carolina,,,,,,
927,Southern Wesleyan University,46,Warriors,,Central,South Carolina,,,,,,
928,University of Bridgeport,49,Purple Knights,,Bridgeport,Connecticut,,,,,,
929,Daemen College,49,Wildcats,,Amherst,New York,,,,,,
930,University of the District of Columbia,49,Firebirds,,Washington,D.C.,,,,,,
931,Long Island University–Post,49,Pioneers,,Brookville,New York,,,,,,
932,Mercy College,49,Mavericks,,Dobbs Ferry,New York,,,,,,
933,Molloy College,49,Lions,,Rockville Centre,New York,,,,,,
934,New York Institute of Technology,49,Bears,,Old Westbury,New York,,,,,,
